,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,air_quality_index,pollution_level,weekday,season
30468,30469,2016,8,21,12,45,45,2,18,700,206,32.2,1005.2,21.4,0,NW,1,Aotizhongxin,78.5,Moderate,Weekend,Summer
30469,30470,2016,8,21,13,31,31,2,16,600,228,33.2,1004.9,22,0,E,1,Aotizhongxin,76.5,Moderate,Weekend,Summer
30470,30471,2016,8,21,14,43,43,2,17,600,261,33.9,1004.6,22.3,0,SW,1,Aotizhongxin,91,Moderate,Weekend,Summer
30471,30472,2016,8,21,15,66,66,2,33,800,350,33.8,1004.2,22.6,0,S,2,Aotizhongxin,128.75,Unhealthy,Weekend,Summer
30472,30473,2016,8,21,16,65,65,2,32,600,332,33.4,1004.3,21.9,0,SW,2,Aotizhongxin,123.5,Unhealthy,Weekend,Summer
30473,30474,2016,8,21,17,47,47,2,25,500,281,33.1,1004.5,21.3,0,S,1,Aotizhongxin,100,Moderate,Weekend,Summer
30474,30475,2016,8,21,18,43,43,2,26,600,253,32.3,1004.8,21.5,0,S,1,Aotizhongxin,91.25,Moderate,Weekend,Summer
30475,30476,2016,8,21,19,47,47,2,26,600,226,31.5,1005.2,21.9,0,SW,2,Aotizhongxin,86.5,Moderate,Weekend,Summer
30476,30477,2016,8,21,20,49,49,2,24,900,219,30.8,1005.7,21.6,0,SW,1,Aotizhongxin,85.25,Moderate,Weekend,Summer
30477,30478,2016,8,21,21,58,58,2,26,1100,218,29.8,1006.5,22.3,0,SE,2,Aotizhongxin,90,Moderate,Weekend,Summer
30478,30479,2016,8,21,22,66,66,2,34,1300,183,29.1,1006.9,21.8,0,S,2,Aotizhongxin,87.25,Moderate,Weekend,Summer
30479,30480,2016,8,21,23,77,77,3,36,1400,155,28.4,1007.1,21.7,0,SW,1,Aotizhongxin,86.25,Moderate,Weekend,Summer
30480,30481,2016,8,22,0,74,74,4,28,2000,137,28,1007.6,20.8,0,SW,1,Aotizhongxin,78.25,Moderate,Weekday,Summer
30481,30482,2016,8,22,1,71,71,3,31,2000,114,27.4,1007.4,20.7,0,SW,1,Aotizhongxin,71.75,Moderate,Weekday,Summer
30482,30483,2016,8,22,2,67,67,8,59,1600,104,27,1007.5,20.3,0,SW,1,Aotizhongxin,74.25,Moderate,Weekday,Summer
30483,30484,2016,8,22,3,67,67,7,33,1200,105,25.2,1007.5,21.3,0,W,0,Aotizhongxin,68,Moderate,Weekday,Summer
30484,30485,2016,8,22,4,67,67,7,25,1300,42,24.2,1007.6,21.3,0,SE,0,Aotizhongxin,50.25,Moderate,Weekday,Summer
30485,30486,2016,8,22,5,50,50,7,24,1100,101,24.6,1008.3,21.3,0,NE,1,Aotizhongxin,56.25,Moderate,Weekday,Summer
30486,30487,2016,8,22,6,62,62,6,37,1200,74,24.3,1008.6,22,0,NE,1,Aotizhongxin,58.75,Moderate,Weekday,Summer
30487,30488,2016,8,22,7,72,72,7,73,1600,26,26,1008.7,22.5,0,E,0,Aotizhongxin,60.75,Moderate,Weekday,Summer
30488,30489,2016,8,22,8,70,70,8,66,1400,39,28.2,1008.9,20.2,0,SE,1,Aotizhongxin,61.25,Moderate,Weekday,Summer
30489,30490,2016,8,22,9,42,42,8,43,1000,77,29.4,1008.8,16.6,0,SW,1,Aotizhongxin,51,Moderate,Weekday,Summer
30490,30491,2016,8,22,10,34,34,8,37,700,93,30.7,1008.7,15.9,0,SW,1,Aotizhongxin,49.5,Good,Weekday,Summer
30491,30492,2016,8,22,11,26,26,7,28,500,111,31.8,1008.2,16.9,0,SW,2,Aotizhongxin,47.75,Good,Weekday,Summer
30492,30493,2016,8,22,12,31,31,8,12,500,166,32.3,1007.6,18.1,0,SW,2,Aotizhongxin,60,Moderate,Weekday,Summer
30493,30494,2016,8,22,13,28,28,7,7,400,182,32.3,1007.1,17.8,0,SW,2,Aotizhongxin,61.25,Moderate,Weekday,Summer
30494,30495,2016,8,22,14,26,26,6,10,300,164,33,1006.4,18.8,0,SW,2,Aotizhongxin,56.5,Moderate,Weekday,Summer
30495,30496,2016,8,22,15,28,28,7,11,300,179,33.1,1006,19.2,0,SW,2,Aotizhongxin,61.5,Moderate,Weekday,Summer
30496,30497,2016,8,22,16,30,30,6,13,200,163,32.7,1005.6,19.2,0,SE,2,Aotizhongxin,59,Moderate,Weekday,Summer
30497,30498,2016,8,22,17,29,29,6,14,200,163,32.5,1005.4,19.7,0,SW,2,Aotizhongxin,58.75,Moderate,Weekday,Summer
30498,30499,2016,8,22,18,29,29,6,19,300,174,31.8,1005.2,19.4,0,SW,2,Aotizhongxin,62.75,Moderate,Weekday,Summer
30499,30500,2016,8,22,19,29,29,6,23,300,167,30.9,1005.4,19.3,0,SW,2,Aotizhongxin,62,Moderate,Weekday,Summer
30500,30501,2016,8,22,20,28,28,6,23,300,156,30.3,1005.9,19.7,0,SW,1,Aotizhongxin,58.75,Moderate,Weekday,Summer
30501,30502,2016,8,22,21,37,37,6,26,400,137,30.1,1006,19.5,0,S,1,Aotizhongxin,59.25,Moderate,Weekday,Summer
30502,30503,2016,8,22,22,30,30,6,26,400,133,29.6,1005.9,19.3,0,SW,2,Aotizhongxin,54.75,Moderate,Weekday,Summer
30503,30504,2016,8,22,23,33,33,6,25,500,128,29.3,1005.7,19.9,0,SW,2,Aotizhongxin,54.75,Moderate,Weekday,Summer
30504,30505,2016,8,23,0,50,50,6,27,500,120,28.2,1005.4,20.7,0,S,1,Aotizhongxin,61.75,Moderate,Weekday,Summer
30505,30506,2016,8,23,1,42,42,6,34,500,99,27.5,1005.3,20.6,0,SW,2,Aotizhongxin,54.25,Moderate,Weekday,Summer
30506,30507,2016,8,23,2,52,52,6,31,500,83,27.1,1004.8,20,0,SW,1,Aotizhongxin,54.5,Moderate,Weekday,Summer
30507,30508,2016,8,23,3,60,60,7,33,600,66,26.4,1004.5,20,0,SE,1,Aotizhongxin,54.75,Moderate,Weekday,Summer
30508,30509,2016,8,23,4,77,77,7,33,600,63,26,1004.3,20.3,0,S,1,Aotizhongxin,62.5,Moderate,Weekday,Summer
30509,30510,2016,8,23,5,84,84,7,32,600,63,25.4,1004.1,20.9,0,SE,1,Aotizhongxin,65.75,Moderate,Weekday,Summer
30510,30511,2016,8,23,6,63,63,7,35,600,56,24.6,1004.2,21.1,0,SE,1,Aotizhongxin,54.25,Moderate,Weekday,Summer
30511,30512,2016,8,23,7,68,68,6,42,700,44,25.6,1004.1,21.7,0,SE,1,Aotizhongxin,55.5,Moderate,Weekday,Summer
30512,30513,2016,8,23,8,67,67,8,47,800,45,27.4,1004.5,21.7,0,S,1,Aotizhongxin,56.5,Moderate,Weekday,Summer
30513,30514,2016,8,23,9,77,77,10,44,800,65,28.9,1004,17.4,0,SW,2,Aotizhongxin,65.75,Moderate,Weekday,Summer
30514,30515,2016,8,23,10,22,22,11,25,500,93,29.7,1003.8,16.8,0,SE,1,Aotizhongxin,40.5,Good,Weekday,Summer
30515,30516,2016,8,23,11,25,25,11,35,500,93,29.5,1003.2,17.7,0,SE,1,Aotizhongxin,44.5,Good,Weekday,Summer
30516,30517,2016,8,23,12,47,47,13,29,600,130,30.1,1002.7,17.9,0,SE,1,Aotizhongxin,63.25,Moderate,Weekday,Summer
30517,30518,2016,8,23,13,52,52,13,18,600,180,30,1001.9,17.8,0,SE,2,Aotizhongxin,75.5,Moderate,Weekday,Summer
30518,30519,2016,8,23,14,54,54,11,17,600,182,30.4,1001.5,18.2,0,SE,1,Aotizhongxin,76.75,Moderate,Weekday,Summer
30519,30520,2016,8,23,15,72,72,8,35,800,155,30,1000.9,20.6,0,SW,2,Aotizhongxin,83.5,Moderate,Weekday,Summer
30520,30521,2016,8,23,16,91,91,6,28,700,156,29.3,1000.7,21.3,0,SW,0,Aotizhongxin,91.5,Moderate,Weekday,Summer
30521,30522,2016,8,23,17,66,66,6,33,700,150,28.9,1000.7,21.7,0,SW,1,Aotizhongxin,78.75,Moderate,Weekday,Summer
30522,30523,2016,8,23,18,100,100,5,51,1000,122,28.7,1000.6,21,0,N,1,Aotizhongxin,93.25,Moderate,Weekday,Summer
30523,30524,2016,8,23,19,82,82,7,49,1100,119,28.2,1000.5,20.7,0,NE,1,Aotizhongxin,83,Moderate,Weekday,Summer
30524,30525,2016,8,23,20,81,81,7,49,1000,102,28.1,1001,20.9,0,NE,1,Aotizhongxin,78.25,Moderate,Weekday,Summer
30525,30526,2016,8,23,21,84,84,6,44,1000,93,27.2,1001.2,21.2,0,NE,1,Aotizhongxin,76.25,Moderate,Weekday,Summer
30526,30527,2016,8,23,22,78,78,7,44,1000,85,26.9,1001.2,21.4,0,NE,1,Aotizhongxin,71.25,Moderate,Weekday,Summer
30527,30528,2016,8,23,23,80,80,6,50,900,71,26.4,1001,21.4,0,NE,1,Aotizhongxin,70.25,Moderate,Weekday,Summer
30528,30529,2016,8,24,0,63,63,6,46,900,71,26.5,1001,21.5,0,NE,0,Aotizhongxin,60.75,Moderate,Weekday,Summer
30529,30530,2016,8,24,1,80,80,6,34,900,85,26.1,1000.9,21.3,0,NE,1,Aotizhongxin,69.75,Moderate,Weekday,Summer
30530,30531,2016,8,24,2,100,100,4,59,900,66,25.7,1000.6,20.5,0,NE,1,Aotizhongxin,81.25,Moderate,Weekday,Summer
30531,30532,2016,8,24,3,105,105,3,76,1100,25,24.8,1000.9,21.1,0,NE,0,Aotizhongxin,77.75,Moderate,Weekday,Summer
30532,30533,2016,8,24,4,100,100,2,92,1100,42,25.1,1000.8,20.8,0,NE,1,Aotizhongxin,83.5,Moderate,Weekday,Summer
30533,30534,2016,8,24,5,84,84,2,44,900,43,24.7,1001,21.2,0,NE,0,Aotizhongxin,63.75,Moderate,Weekday,Summer
30534,30535,2016,8,24,6,57,57,2,40,800,54,24.6,1001.3,21.3,0,NE,0,Aotizhongxin,52,Moderate,Weekday,Summer
30535,30536,2016,8,24,7,63,63,2,46,900,51,25.4,1001.6,21.5,0,NE,1,Aotizhongxin,55.75,Moderate,Weekday,Summer
30536,30537,2016,8,24,8,71,71,3,51,900,55,26,1001.8,21,0,NE,0,Aotizhongxin,62,Moderate,Weekday,Summer
30537,30538,2016,8,24,9,64,64,3,37,900,88,27.4,1001.5,21.2,0,N,1,Aotizhongxin,63.25,Moderate,Weekday,Summer
30538,30539,2016,8,24,10,69,73,9,59,900,104,28.4,1001.5,20.9,0,NE,1,Aotizhongxin,76.25,Moderate,Weekday,Summer
30539,30540,2016,8,24,11,74,74,4,31,300,133,28.4,1000.9,20.9,0,SW,1,Aotizhongxin,78,Moderate,Weekday,Summer
30540,30541,2016,8,24,12,78,78,4,46,1000,124,28.9,1000.5,21.1,0,SW,1,Aotizhongxin,81.5,Moderate,Weekday,Summer
30541,30542,2016,8,24,13,69,78,6,49,1100,42,30.2,999.9,21.6,0,SW,1,Aotizhongxin,59.5,Moderate,Weekday,Summer
30542,30543,2016,8,24,14,85,85,4,42,900,132,31,999.6,20.9,0,SW,1,Aotizhongxin,86,Moderate,Weekday,Summer
30543,30544,2016,8,24,15,73,73,4,37,900,159,31.5,999.1,21.9,0,SE,1,Aotizhongxin,85.5,Moderate,Weekday,Summer
30544,30545,2016,8,24,16,69,75,4,51,900,152,30.9,998.8,21.7,0,SE,1,Aotizhongxin,86.75,Moderate,Weekday,Summer
30545,30546,2016,8,24,17,77,87,4,85,1000,134,30.6,998.8,21.7,0,S,1,Aotizhongxin,95.75,Moderate,Weekday,Summer
30546,30547,2016,8,24,18,77,85,3,61,1000,135,30.7,998.8,21.5,0,SW,1,Aotizhongxin,89.5,Moderate,Weekday,Summer
30547,30548,2016,8,24,19,78,79,3,61,1000,125,30,999.1,21.9,0,SE,1,Aotizhongxin,85.75,Moderate,Weekday,Summer
30548,30549,2016,8,24,20,72,80,3,59,1000,99,29.4,999.6,22.1,0,S,1,Aotizhongxin,77.5,Moderate,Weekday,Summer
30549,30550,2016,8,24,21,72,84,2,55,1000,90,28.5,999.9,22.7,0,SW,0,Aotizhongxin,75.25,Moderate,Weekday,Summer
30550,30551,2016,8,24,22,91,103,2,65,1200,68,27.4,999.9,23.4,0,SW,0,Aotizhongxin,81.75,Moderate,Weekday,Summer
30551,30552,2016,8,24,23,96,96,2,50,1000,82,27,999.3,23.7,0,SE,0,Aotizhongxin,81,Moderate,Weekday,Summer
30552,30553,2016,8,25,0,101,106,2,67,1100,58,27.6,999.8,23.4,0,N,0,Aotizhongxin,83,Moderate,Weekday,Summer
30553,30554,2016,8,25,1,101,109,2,107,1200,3,28.2,1000.1,22.7,0,W,1,Aotizhongxin,80,Moderate,Weekday,Summer
30554,30555,2016,8,25,2,49,49,2,51,600,51,29.8,1000.2,16.9,0,NW,4,Aotizhongxin,50,Good,Weekday,Summer
30555,30556,2016,8,25,3,10,10,2,15,300,77,29.4,1000.6,16.2,0,NW,3,Aotizhongxin,28,Good,Weekday,Summer
30556,30557,2016,8,25,4,9,9,2,14,200,75,29.2,1001.3,15.3,0,NW,4,Aotizhongxin,26.75,Good,Weekday,Summer
30557,30558,2016,8,25,5,7,7,2,18,200,77,28.8,1002.1,15,0,NW,2,Aotizhongxin,27.25,Good,Weekday,Summer
30558,30559,2016,8,25,6,3,6,2,10,100,102,28.4,1003,13.9,0,NW,3,Aotizhongxin,30.25,Good,Weekday,Summer
30559,30560,2016,8,25,7,9,25,2,20,200,84,28,1004.2,14.3,0,NE,2,Aotizhongxin,34.5,Good,Weekday,Summer
30560,30561,2016,8,25,8,9,27,4,31,300,62,27.8,1005,15.1,0,NE,2,Aotizhongxin,32.25,Good,Weekday,Summer
30561,30562,2016,8,25,9,7,23,2,27,300,58,26.7,1007,14.1,0,NE,4,Aotizhongxin,28.75,Good,Weekday,Summer
30562,30563,2016,8,25,10,11,15,2,16,200,64,26.7,1008.1,12.7,0,NE,4,Aotizhongxin,26.5,Good,Weekday,Summer
30563,30564,2016,8,25,11,7,7,2,17,200,59,26,1008.9,12.4,0,NE,4,Aotizhongxin,22.5,Good,Weekday,Summer
30564,30565,2016,8,25,12,8,8,2,20,200,59,27.1,1009,11.6,0,NE,4,Aotizhongxin,23.75,Good,Weekday,Summer
30565,30566,2016,8,25,13,3,6,2,12,200,72,28.5,1008.8,11.1,0,NE,3,Aotizhongxin,23.25,Good,Weekday,Summer
30566,30567,2016,8,25,14,9,9,2,13,200,76,29,1008.5,12,0,NE,3,Aotizhongxin,26.75,Good,Weekday,Summer
30567,30568,2016,8,25,15,15,15,2,19,200,71,29.4,1008.4,9.5,0,NE,3,Aotizhongxin,30,Good,Weekday,Summer
30568,30569,2016,8,25,16,5,6,2,16,100,69,29.2,1008.6,8.8,0,NE,3,Aotizhongxin,24,Good,Weekday,Summer
30569,30570,2016,8,25,17,10,10,2,20,200,65,29,1008.9,8.1,0,NE,3,Aotizhongxin,26.25,Good,Weekday,Summer
30570,30571,2016,8,25,18,12,12,2,26,200,62,28.2,1009.1,6.3,0,NE,1,Aotizhongxin,28,Good,Weekday,Summer
30571,30572,2016,8,25,19,12,12,2,35,200,51,26.3,1009.7,6.3,0,NE,1,Aotizhongxin,27.5,Good,Weekday,Summer
30572,30573,2016,8,25,20,13,18,2,45,300,39,24.9,1010.9,8,0,NE,1,Aotizhongxin,28.75,Good,Weekday,Summer
30573,30574,2016,8,25,21,14,34,2,48,300,31,24.7,1011.5,6,0,NE,1,Aotizhongxin,31.75,Good,Weekday,Summer
30574,30575,2016,8,25,22,20,47,2,53,400,18,21.4,1011.8,10.2,0,NE,1,Aotizhongxin,34.5,Good,Weekday,Summer
30575,30576,2016,8,25,23,17,44,2,68,600,2,19.7,1012.3,10.7,0,NE,0,Aotizhongxin,32.75,Good,Weekday,Summer
30576,30577,2016,8,26,0,15,25,2,67,400,2,19.6,1012.7,10.8,0,NE,0,Aotizhongxin,27.25,Good,Weekday,Summer
30577,30578,2016,8,26,1,11,15,2,64,300,2,22.5,1012.8,6.7,0,NE,1,Aotizhongxin,23,Good,Weekday,Summer
30578,30579,2016,8,26,2,9,17,2,59,300,2,18.9,1013.1,9.7,0,NE,0,Aotizhongxin,21.75,Good,Weekday,Summer
30579,30580,2016,8,26,3,6,14,2,67,200,2,19,1013.1,8,0,N,1,Aotizhongxin,22.25,Good,Weekday,Summer
30580,30581,2016,8,26,4,11,18,2,63,200,42,20.5,1013.3,7.8,0,NW,1,Aotizhongxin,33.5,Good,Weekday,Summer
30581,30582,2016,8,26,5,7,8,2,42,100,16,19.5,1013.4,8.2,0,NW,1,Aotizhongxin,18.25,Good,Weekday,Summer
30582,30583,2016,8,26,6,6,18,2,48,200,10,18.2,1014.1,8.2,0,NW,1,Aotizhongxin,20.5,Good,Weekday,Summer
30583,30584,2016,8,26,7,3,17,2,38,200,20,22,1014.4,8.5,0,NW,1,Aotizhongxin,19.5,Good,Weekday,Summer
30584,30585,2016,8,26,8,10,36,2,36,300,24,23.5,1014.5,8.7,0,NE,1,Aotizhongxin,26.5,Good,Weekday,Summer
30585,30586,2016,8,26,9,8,23,2,29,300,35,24.8,1014.2,7.9,0,N,2,Aotizhongxin,23.75,Good,Weekday,Summer
30586,30587,2016,8,26,10,10,22,2,21,200,50,26.5,1014.2,8.5,0,NE,2,Aotizhongxin,25.75,Good,Weekday,Summer
30587,30588,2016,8,26,11,8,8,2,13,200,71,27.4,1013.6,9.2,0,NE,2,Aotizhongxin,25,Good,Weekday,Summer
30588,30589,2016,8,26,12,3,7,2,10,100,84,28.3,1012.8,8.6,0,E,1,Aotizhongxin,26,Good,Weekday,Summer
30589,30590,2016,8,26,13,5,6,2,10,100,93,28.6,1012.1,4.8,0,E,2,Aotizhongxin,28.5,Good,Weekday,Summer
30590,30591,2016,8,26,14,12,12,2,11,100,93,29.4,1011.5,6.7,0,NE,1,Aotizhongxin,32,Good,Weekday,Summer
30591,30592,2016,8,26,15,5,6,2,13,100,104,29.6,1010.8,5.6,0,NE,2,Aotizhongxin,32,Good,Weekday,Summer
30592,30593,2016,8,26,16,8,8,2,15,100,110,29.6,1010.4,4.3,0,NE,2,Aotizhongxin,35.25,Good,Weekday,Summer
30593,30594,2016,8,26,17,3,6,2,17,100,112,29.4,1010.3,6.1,0,NE,1,Aotizhongxin,34.5,Good,Weekday,Summer
30594,30595,2016,8,26,18,3,6,2,19,100,107,28.7,1009.9,8.9,0,E,1,Aotizhongxin,33.75,Good,Weekday,Summer
30595,30596,2016,8,26,19,15,15,2,26,100,105,24.4,1009.8,11,0,SE,0,Aotizhongxin,40.25,Good,Weekday,Summer
30596,30597,2016,8,26,20,10,41,2,56,300,77,26.4,1010.2,7.9,0,SW,1,Aotizhongxin,46,Good,Weekday,Summer
30597,30598,2016,8,26,21,23,46,2,71,400,62,25.2,1010.4,9.1,0,SW,1,Aotizhongxin,50.5,Moderate,Weekday,Summer
30598,30599,2016,8,26,22,25,50,2,92,500,34,24.3,1010.4,9.5,0,W,1,Aotizhongxin,50.25,Moderate,Weekday,Summer
30599,30600,2016,8,26,23,22,48,2,83,500,30,23.2,1010.4,10.9,0,W,1,Aotizhongxin,45.75,Good,Weekday,Summer
30600,30601,2016,8,27,0,26,66,2,92,600,2,20.5,1010.3,12.5,0,SW,0,Aotizhongxin,46.5,Good,Weekend,Summer
30601,30602,2016,8,27,1,17,46,2,77,500,2,19.1,1009.9,13.1,0,NE,1,Aotizhongxin,35.5,Good,Weekend,Summer
30602,30603,2016,8,27,2,20,43,2,70,400,2,18.1,1010,14,0,NE,0,Aotizhongxin,33.75,Good,Weekend,Summer
30603,30604,2016,8,27,3,18,33,2,64,400,2,17.5,1010,13.6,0,SW,0,Aotizhongxin,29.25,Good,Weekend,Summer
30604,30605,2016,8,27,4,16,32,2,64,300,2,17.9,1010.1,13,0,NE,1,Aotizhongxin,28.5,Good,Weekend,Summer
30605,30606,2016,8,27,5,19,31,2,62,400,2,18.5,1010.2,12.5,0,N,1,Aotizhongxin,28.5,Good,Weekend,Summer
30606,30607,2016,8,27,6,12,32,2,58,400,2,17.8,1010.4,13.1,0,NE,1,Aotizhongxin,26,Good,Weekend,Summer
30607,30608,2016,8,27,7,14,14,2,51,400,5,21.2,1010.6,13.6,0,NE,1,Aotizhongxin,21,Good,Weekend,Summer
30608,30609,2016,8,27,8,21,39,5,47,500,15,23.7,1010.5,13,0,NE,1,Aotizhongxin,30.5,Good,Weekend,Summer
30609,30610,2016,8,27,9,19,23,9,36,500,32,25.5,1010.3,12,0,NE,1,Aotizhongxin,27.5,Good,Weekend,Summer
30610,30611,2016,8,27,10,16,16,9,22,400,54,27.5,1010,8.4,0,NW,1,Aotizhongxin,27,Good,Weekend,Summer
30611,30612,2016,8,27,11,18,18,7,20,400,64,29,1009.2,8.1,0,NW,1,Aotizhongxin,30,Good,Weekend,Summer
30612,30613,2016,8,27,12,17,29,5,19,300,76,30.4,1008.4,8.2,0,NW,1,Aotizhongxin,35.25,Good,Weekend,Summer
30613,30614,2016,8,27,13,13,13,2,14,200,96,31.3,1007.8,5.7,0,NW,1,Aotizhongxin,34,Good,Weekend,Summer
30614,30615,2016,8,27,14,3,6,2,13,100,101,32.3,1006.7,3.3,0,NW,1,Aotizhongxin,30.75,Good,Weekend,Summer
30615,30616,2016,8,27,15,3,6,2,15,100,95,32.3,1005.9,3.3,0,N,1,Aotizhongxin,29.75,Good,Weekend,Summer
30616,30617,2016,8,27,16,3,6,2,18,100,96,31.8,1005.6,6.8,0,NW,2,Aotizhongxin,30.75,Good,Weekend,Summer
30617,30618,2016,8,27,17,12,89,2,25,100,98,25.9,1006.2,10.1,0,SW,3,Aotizhongxin,56,Moderate,Weekend,Summer
30618,30619,2016,8,27,18,3,7,2,29,100,90,28.3,1006.2,9.6,0,W,1,Aotizhongxin,32.25,Good,Weekend,Summer
30619,30620,2016,8,27,19,4,24,2,57,200,60,25.4,1007,12.3,0,SW,0,Aotizhongxin,36.25,Good,Weekend,Summer
30620,30621,2016,8,27,20,12,42,2,67,400,41,22.5,1007.4,15.1,0,W,0,Aotizhongxin,40.5,Good,Weekend,Summer
30621,30622,2016,8,27,21,18,66,2,86,600,10,22,1007.6,14.1,0,W,1,Aotizhongxin,45,Good,Weekend,Summer
30622,30623,2016,8,27,22,20,26,2,76,400,4,25.6,1007.9,9.4,0,NW,1,Aotizhongxin,31.5,Good,Weekend,Summer
30623,30624,2016,8,27,23,9,10,2,64,400,9,24.8,1008.1,7.4,0,NW,1,Aotizhongxin,23,Good,Weekend,Summer
30624,30625,2016,8,28,0,12,12,2,54,200,16,23.3,1008.2,7.8,0,NW,1,Aotizhongxin,23.5,Good,Weekend,Summer
30625,30626,2016,8,28,1,12,21,2,62,200,8,20,1008.4,12,0,NE,1,Aotizhongxin,25.75,Good,Weekend,Summer
30626,30627,2016,8,28,2,8,20,2,59,200,7,18.3,1008.2,12.7,0,NE,1,Aotizhongxin,23.5,Good,Weekend,Summer
30627,30628,2016,8,28,3,10,15,2,54,200,12,17.1,1008.4,12.8,0,E,0,Aotizhongxin,22.75,Good,Weekend,Summer
30628,30629,2016,8,28,4,6,21,2,55,100,42,16.6,1008.7,12.7,0,NE,0,Aotizhongxin,31,Good,Weekend,Summer
30629,30630,2016,8,28,5,13,32,2,62,200,2,17.6,1009.1,11.8,0,N,1,Aotizhongxin,27.25,Good,Weekend,Summer
30630,30631,2016,8,28,6,13,23,2,60,200,2,17.1,1009.4,11.6,0,NE,1,Aotizhongxin,24.5,Good,Weekend,Summer
30631,30632,2016,8,28,7,9,13,2,41,200,22,20.9,1009.8,13.6,0,E,1,Aotizhongxin,21.25,Good,Weekend,Summer
30632,30633,2016,8,28,8,16,25,5,34,300,35,24.1,1010,10.7,0,NE,1,Aotizhongxin,27.5,Good,Weekend,Summer
30633,30634,2016,8,28,9,12,21,6,22,300,50,25.7,1009.9,10.7,0,NE,1,Aotizhongxin,26.25,Good,Weekend,Summer
30634,30635,2016,8,28,10,5,20,6,20,300,59,27.8,1010,9.6,0,N,2,Aotizhongxin,26,Good,Weekend,Summer
30635,30636,2016,8,28,11,9,22,5,18,200,70,29.4,1009.5,8.4,0,NE,2,Aotizhongxin,29.75,Good,Weekend,Summer
30636,30637,2016,8,28,12,3,6,3,14,200,85,30.8,1008.4,9.1,0,NE,2,Aotizhongxin,27,Good,Weekend,Summer
30637,30638,2016,8,28,13,14,14,2,15,100,98,31.4,1007.7,6.4,0,NE,3,Aotizhongxin,35.25,Good,Weekend,Summer
30638,30639,2016,8,28,14,8,8,2,15,100,110,31.6,1006.7,5.9,0,N,1,Aotizhongxin,35.25,Good,Weekend,Summer
30639,30640,2016,8,28,15,14,14,2,17,100,115,31.9,1006.3,7.5,0,NE,2,Aotizhongxin,40,Good,Weekend,Summer
30640,30641,2016,8,28,16,4,6,2,19,100,113,32,1005.9,6.2,0,SW,2,Aotizhongxin,35.5,Good,Weekend,Summer
30641,30642,2016,8,28,17,3,10,2,24,100,110,32.5,1005.8,6.6,0,W,1,Aotizhongxin,36.75,Good,Weekend,Summer
30642,30643,2016,8,28,18,10,12,2,29,100,107,31.4,1005.8,11.2,0,SE,0,Aotizhongxin,39.5,Good,Weekend,Summer
30643,30644,2016,8,28,19,8,27,2,41,100,91,26.1,1006,12.5,0,SE,1,Aotizhongxin,41.75,Good,Weekend,Summer
30644,30645,2016,8,28,20,11,45,2,70,200,57,28.7,1006.6,8.9,0,SW,2,Aotizhongxin,45.75,Good,Weekend,Summer
30645,30646,2016,8,28,21,22,58,2,52,200,103,28.2,1006.7,9,0,SW,2,Aotizhongxin,58.75,Moderate,Weekend,Summer
30646,30647,2016,8,28,22,24,45,2,58,300,85,27.1,1006.5,9.4,0,SW,2,Aotizhongxin,53,Moderate,Weekend,Summer
30647,30648,2016,8,28,23,19,44,2,59,300,63,26.4,1006.3,10.5,0,SW,1,Aotizhongxin,46.25,Good,Weekend,Summer
30648,30649,2016,8,29,0,23,58,2,76,300,30,23.1,1006.7,12.4,0,W,0,Aotizhongxin,46.75,Good,Weekday,Summer
30649,30650,2016,8,29,1,23,57,2,88,400,2,20.3,1006.7,13.3,0,NE,1,Aotizhongxin,42.5,Good,Weekday,Summer
30650,30651,2016,8,29,2,22,60,2,80,300,2,20.7,1006.8,13.2,0,NE,0,Aotizhongxin,41,Good,Weekday,Summer
30651,30652,2016,8,29,3,22,60,2,74,300,2,19.1,1007,13.5,0,NE,0,Aotizhongxin,39.5,Good,Weekday,Summer
30652,30653,2016,8,29,4,22,42,2,68,300,2,20,1007.1,12.7,0,NE,1,Aotizhongxin,33.5,Good,Weekday,Summer
30653,30654,2016,8,29,5,14,21,2,59,300,5,21,1007.5,11.9,0,NW,1,Aotizhongxin,24.75,Good,Weekday,Summer
30654,30655,2016,8,29,6,15,30,2,59,300,5,20.9,1008,11.2,0,NE,2,Aotizhongxin,27.25,Good,Weekday,Summer
30655,30656,2016,8,29,7,15,45,2,53,300,5,22,1008.8,12,0,NE,1,Aotizhongxin,29.5,Good,Weekday,Summer
30656,30657,2016,8,29,8,15,21,2,48,300,16,23.3,1009.1,12,0,NE,1,Aotizhongxin,25,Good,Weekday,Summer
30657,30658,2016,8,29,9,17,34,3,42,300,27,25.2,1009.5,12.4,0,NE,2,Aotizhongxin,30,Good,Weekday,Summer
30658,30659,2016,8,29,10,12,33,4,30,300,56,27.4,1009.4,13,0,NE,2,Aotizhongxin,32.75,Good,Weekday,Summer
30659,30660,2016,8,29,11,16,43,3,27,300,85,29.1,1009.3,11.6,0,NE,2,Aotizhongxin,42.75,Good,Weekday,Summer
30660,30661,2016,8,29,12,9,15,4,27,300,108,30.6,1008.6,9.5,0,SE,3,Aotizhongxin,39.75,Good,Weekday,Summer
30661,30662,2016,8,29,13,23,23,4,20,200,128,30.4,1008.2,8.7,0,SE,3,Aotizhongxin,48.5,Good,Weekday,Summer
